0,36.3
5,32.8
10,32.95
15,32.183
20,31.517
25,31.817
30,31.1
35,31.85
40,31.567
45,32.283
50,30.883
55,30.867
60,30.717
65,30.467
70,30.533
75,30.967
80,30.917
85,31.35
90,31.483
95,32.083
100,30.317
105,30.783
110,30.883
115,30.467
120,30.8
125,31.317
130,30.767
135,32.433
140,30.733
145,30.983
150,30.95
155,32.483
160,30.833
165,30.55
170,30.767
175,31.167
180,31.55
185,30.667
190,30.65
195,30.583
